ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile							30002659
11733	Motley Compound	11733	1,110,000.00	360.21	370.13	260.14	51.85	370.12	370.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11734	Opulent Compound	11734	41,000.00	2,302.61	2,302.77	2,302.46	0.14	2,302.76	2,302.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11735	Dark Compound	11735	23,000.00	1,635.68	1,816.11	1,401.12	179.69	1,816.07	1,816.11	1,116.00	19,995.51	19,996.49	19,000.00	448.74	19,996.49	19,995.51							
11736	Lustering Alloy	11736	23,000.00	2,264.50	2,390.25	2,101.03	125.22	2,390.21	2,390.25	1.00	100,000.00	100,000.00	100,000.00	0.00	100,000.00	100,000.00							
11737	Precious Alloy	11737	115,000.00	308.31	350.22	302.02	22.72	302.02	350.22	1.00	44,444.00	44,444.00	44,444.00	0.00	44,444.00	44,444.00							
11738	Lucent Compound	11738	131,000.00	667.36	755.18	640.14	49.80	640.14	755.18	2.00	4,500.00	7,000.00	2,000.00	2,500.00	4,500.00	2,000.00							
11739	Condensed Alloy	11739	14,000.00	1,130.19	1,130.20	1,130.14	0.03	1,130.20	1,130.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11740	Gleaming Alloy	11740	130,000.00	221.69	260.21	210.14	23.60	210.14	260.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11741	Crystal Compound	11741	116,000.00	579.69	640.12	570.02	30.34	570.02	640.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11746	R.Db - Lai Dai	11746	0.00	0.00	0.00	0.00	0.00	0.00	0.00	400.00	599.00	599.00	599.00	0.00	599.00	599.00							
11855	Protein Delicacies	11855	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11936	Apocalypse Imperial Issue	11936	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11938	Armageddon Imperial Issue	11938	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11940	Gold Magnate	11940	10.00	255,000.00	255,000.00	255,000.00	0.00	255,000.00	255,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11942	Silver Magnate	11942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11944	Synthetic Coffee	11944	10,000.00	100.00	100.00	100.00	0.00	100.00	100.00	40.00	332,500.00	339,999.98	330,000.00	4,999.99	334,999.99	330,000.00							
11957	Falcon	11957	15.00	175,087,222.37	175,107,364.02	175,000,004.50	36,677.60	175,107,163.05	175,107,364.02	35.00	206,968,460.92	220,000,000.00	196,988,737.00	8,501,442.82	204,749,995.07	196,988,737.00							
11959	Rook	11959	33.00	165,011,873.31	169,111,426.02	115,000,000.00	11,033,356.32	168,758,299.01	169,111,426.02	20.00	218,649,347.09	225,999,000.00	204,999,991.00	10,287,370.25	225,999,000.00	204,999,991.00							
11961	Huginn	11961	28.00	144,018,960.25	151,313,535.98	100,000,000.03	13,642,712.90	151,111,300.00	151,313,535.49	34.00	197,172,887.03	220,990,244.00	184,999,787.99	8,618,667.22	196,689,580.90	184,999,796.57							
11963	Rapier	11963	11.00	153,020,491.36	161,000,044.11	138,118,145.32	10,921,853.62	161,000,040.11	161,000,044.11	33.00	184,876,454.10	191,797,661.10	176,000,000.00	5,712,772.70	189,729,499.50	176,325,000.00							
11965	Pilgrim	11965	7.00	133,404,310.92	145,957,544.11	115,000,000.02	14,338,164.25	132,978,772.05	145,957,544.11	28.00	165,585,680.25	179,999,792.98	163,900,000.00	6,049,653.30	163,999,998.65	163,900,000.00							
11969	Arazu	11969	5.00	70,073,882.22	150,009,100.00	180,155.55	62,283,959.08	100,000,000.00	150,009,100.00	21.00	179,839,714.24	199,949,000.00	160,500,000.00	11,505,198.79	182,500,000.00	160,500,000.00							
11971	Lachesis	11971	13.00	147,300,619.96	165,002,006.02	124,000,000.01	16,522,456.09	160,000,000.00	165,002,006.02	45.00	185,765,489.19	211,999,834.98	179,995,000.00	8,277,665.68	184,999,856.76	179,999,497.08							
11978	Scimitar	11978	41.00	127,898,602.89	130,667,880.82	101,000,000.23	5,821,897.19	130,551,000.00	130,667,875.20	47.00	168,268,904.38	215,999,925.98	158,849,989.98	18,983,337.12	158,859,890.03	158,849,989.99							
11985	Basilisk	11985	13.00	180,313,870.21	190,000,146.02	169,001,684.66	10,449,992.63	190,000,113.86	190,000,146.02	50.00	256,121,822.68	288,999,929.81	232,179,967.99	22,460,341.89	245,305,200.98	232,179,978.32							
11987	Guardian	11987	30.00	135,798,021.03	141,201,030.08	120,005,011.00	8,812,243.04	140,313,100.00	141,201,030.08	60.00	222,049,201.49	256,000,000.00	169,999,935.91	33,606,674.53	256,000,000.00	169,999,940.92							
11989	Oneiros	11989	22.00	141,891,342.53	150,102,000.00	126,000,000.47	10,617,651.47	148,200,000.10	150,100,666.67	26.00	181,557,453.77	182,999,900.00	181,499,488.94	471,496.51	181,499,801.96	181,499,488.97							
11993	Cerberus	11993	33.00	191,533,641.93	209,000,001.10	152,000,000.12	14,799,453.63	192,850,176.24	209,000,000.55	55.00	237,031,312.93	299,997,918.96	229,999,777.00	16,791,910.59	229,999,938.98	229,999,777.00							
11995	Onyx	11995	16.00	268,138,775.79	275,752,000.00	216,100,010.00	15,850,202.57	275,649,800.00	275,752,000.00	6.00	355,598,634.99	355,599,999.00	355,598,342.00	758.44	355,598,342.00	355,598,342.00							
11999	Vagabond	11999	20.00	130,184,901.12	131,009,068.02	126,111,111.05	1,413,778.09	131,008,606.47	131,009,068.02	47.00	195,020,360.73	202,000,000.00	187,997,578.94	4,707,487.47	199,999,999.00	187,997,578.95							
12003	Zealot	12003	26.00	122,922,287.60	126,311,000.00	100,001,001.02	6,648,596.15	126,234,000.99	126,310,502.01	37.00	157,266,924.94	179,000,000.00	140,999,999.95	16,507,100.59	157,999,948.00	140,999,999.95							
12005	Ishtar	12005	17.00	126,734,066.77	168,002,000.00	2,069,988.00	65,447,344.35	153,853,004.52	168,002,000.00	75.00	187,888,905.66	217,889,971.74	177,919,912.56	10,674,220.75	182,819,288.99	177,919,920.40							
12011	Eagle	12011	26.00	179,597,864.49	199,000,007.19	119,222,222.02	20,235,304.98	182,002,000.00	199,000,007.10	8.00	273,274,989.36	274,999,999.99	272,799,989.99	821,413.57	272,949,984.47	272,799,989.99							
12013	Broadsword	12013	17.00	215,712,314.83	228,266,013.07	175,010,005.02	18,621,872.59	228,198,455.03	228,266,013.07	8.00	273,807,709.86	298,461,700.00	267,000,000.00	12,294,591.28	268,500,000.00	267,000,000.00							
12015	Muninn	12015	32.00	121,403,188.09	122,805,374.01	81,000,000.17	8,882,441.35	122,800,000.00	122,805,374.00	20.00	192,531,444.98	199,899,886.93	191,979,948.00	2,792,704.75	191,989,948.00	191,979,948.00							
12017	Devoter	12017	12.00	198,957,803.62	205,140,666.35	131,101,000.00	21,280,710.12	205,140,000.01	205,140,666.35	17.00	257,462,465.55	284,999,994.91	253,985,000.00	9,550,371.38	253,988,802.99	253,985,000.00							
12019	Sacrilege	12019	11.00	150,955,562.04	179,000,000.00	121,600,025.00	19,762,089.66	155,103,705.55	179,000,000.00	32.00	190,896,777.15	194,500,000.00	187,999,997.00	2,379,290.75	189,999,999.49	187,999,997.00							
12021	Phobos	12021	27.00	220,110,184.51	232,100,703.99	190,640,667.48	16,421,010.43	230,041,835.06	232,100,635.71	24.00	272,623,554.74	299,999,967.00	268,997,787.89	10,593,508.75	268,997,794.79	268,997,787.90							
12023	Deimos	12023	12.00	159,924,131.49	163,937,352.01	142,000,000.14	6,847,684.30	163,937,240.01	163,937,352.01	20.00	188,534,995.74	259,999,989.98	182,479,985.17	26,534,006.74	182,479,995.97	182,479,990.08							
12032	Manticore	12032	74.00	22,244,143.57	23,005,018.07	20,231,134.17	981,496.81	23,005,010.96	23,005,017.82	23.00	28,367,457.08	35,999,949.00	26,499,998.98	3,473,428.14	26,997,205.01	26,499,998.99							
12034	Hound	12034	51.00	18,538,533.73	20,000,007.04	15,000,000.00	2,060,910.13	19,500,001.00	20,000,007.04	30.00	26,735,861.67	28,989,904.10	23,499,999.00	2,502,187.09	28,989,712.00	23,499,999.00							
12038	Purifier	12038	135.00	17,752,073.88	18,509,042.24	14,000,551.59	1,015,334.03	18,500,025.36	18,509,042.23	30.00	28,159,012.91	31,999,999.89	25,995,000.00	2,318,699.27	27,799,898.99	25,997,444.50							
12042	Ishkur	12042	50.00	19,034,921.06	23,340,000.33	15,100,000.13	3,183,965.99	18,390,503.29	23,340,000.32	38.00	27,114,181.68	29,000,000.00	26,600,000.00	797,322.07	26,997,499.49	26,600,000.00							
12044	Enyo	12044	25.00	18,982,793.53	21,999,900.12	23,845.55	8,631,852.08	21,999,900.09	21,999,900.12	38.00	26,572,303.04	28,699,000.00	25,950,000.00	750,086.26	26,699,933.95	25,983,333.32							
12238	Refining Array	12238	12.00	24,400,036.65	30,000,018.01	150,156.69	10,914,530.85	30,000,006.96	30,000,018.01	9.00	50,000,016.32	50,000,016.32	50,000,016.32	0.00	50,000,016.32	50,000,016.32							
12239	Medium Intensive Refining Array	12239	14.00	37,514,289.92	53,400,002.36	10,000,007.02	14,988,156.91	53,400,000.00	53,400,002.36	2.00	89,999,999.77	89,999,999.77	89,999,999.77	0.00	89,999,999.77	89,999,999.77							
12302	Test Dummies	12302	1,500.00	20,000.00	20,000.01	20,000.00	0.00	20,000.00	20,000.01	5.00	9,999,999.99	9,999,999.99	9,999,999.99	0.00	9,999,999.99	9,999,999.99							
12478	Khumaak	12478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000.00	12,000.00	12,000.00	12,000.00	0.00	12,000.00	12,000.00							
12542	Guristas Bronze Tag	12542	310.00	967,004.48	968,000.00	965,013.68	1,241.30	968,000.00	968,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12543	Guristas Silver Tag	12543	100.00	1,000.00	1,000.00	1,000.00	0.00	1,000.00	1,000.00	12.00	172,457.92	180,000.00	164,899.00	7,094.99	165,000.00	164,899.00							
12544	Guristas Gold Tag	12544	692.00	10,372.25	10,400.00	10,300.00	50.00	10,350.00	10,400.00	133.00	499,292.26	499,999.00	453,999.99	22,752.49	499,999.00	499,292.26							
12545	Guristas Platinum Tag	12545	222.00	100.01	100.01	100.01	0.00	100.01	100.01	52.00	81,528.00	139,499.99	78,997.98	26,487.61	79,000.00	78,997.99							
12546	Guristas Crystal Tag	12546	143.00	1,050.01	1,050.01	1,050.01	0.00	1,050.01	1,050.01	8.00	239,125.00	699,000.00	80,000.00	244,189.60	85,000.00	80,000.00							
12729	Crane	12729	12.00	133,709,485.05	135,010,212.93	122,012,011.00	4,746,263.43	135,010,155.67	135,010,212.93	59.00	158,659,601.28	168,500,000.00	155,899,979.98	4,585,888.45	158,999,959.72	155,899,989.99							
12731	Bustard	12731	26.00	179,845,656.17	180,999,999.24	173,589,349.67	1,901,083.03	180,012,582.79	180,999,999.24	3.00	239,395,594.96	239,395,598.90	239,395,587.99	4.94	239,395,598.00	239,395,587.99							
12733	Prorator	12733	18.00	97,325,163.41	100,103,999.03	50,102,061.75	14,374,303.65	100,103,049.34	100,103,999.03	27.00	122,477,653.43	128,000,000.00	120,000,000.00	1,942,979.87	121,999,955.92	120,999,966.49							
12735	Prowler	12735	15.00	100,348,473.38	101,334,000.06	96,000,004.41	1,716,288.93	101,222,524.06	101,334,000.06	35.00	130,137,045.52	134,999,557.99	129,993,333.65	1,383,054.93	129,993,333.78	129,993,333.65							
12743	Viator	12743	22.00	91,697,968.26	100,001,942.07	69,333,333.39	10,360,074.35	100,001,092.02	100,001,932.06	54.00	131,134,096.88	135,000,000.00	126,001,911.24	2,612,236.83	130,999,986.98	129,750,460.52							
12745	Occator	12745	20.00	171,442,254.74	175,004,007.51	165,000,000.00	3,341,929.63	175,004,006.19	175,004,007.51	63.00	200,081,878.01	239,999,999.99	196,997,875.99	10,673,800.19	196,997,879.00	196,997,876.00							
12747	Mastodon	12747	17.00	149,715,949.86	160,000,203.01	100,052,490.33	16,719,750.71	160,000,012.10	160,000,203.01	25.00	182,679,460.32	199,999,155.98	172,000,000.00	8,611,935.37	180,999,998.88	176,499,999.44							
12753	Impel	12753	20.00	151,702,219.27	155,108,002.43	145,008,902.01	4,434,597.77	152,544,452.33	155,108,002.42	35.00	194,599,585.54	206,987,793.99	193,999,897.00	4,310,043.91	193,999,898.50	193,999,897.94							
12836	Transcranial Microcontrollers	12836	13,004.00	53,610.72	55,000.00	30,000.03	8,486.28	54,001.01	54,359.20	19,312.00	80,640.60	113,499.95	65,000.00	12,347.23	78,995.92	74,748.50							
12865	Quafe Ultra	12865	25,000.00	34.01	50.02	10.00	18.86	50.01	50.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12994	Quafe Ultra Special Edition	12994	11,000.00	318.27	350.00	1.00	174.50	175.50	350.00	5.00	7,900,000.00	7,900,000.00	7,900,000.00	0.00	7,900,000.00	7,900,000.00							
13202	Megathron Federate Issue	13202	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
14358	Zemnar	14358	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15316	Galeptos Medicine	15316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15317	Genetically Enhanced Livestock	15317	380,755.00	7,474.97	10,101.06	3,001.30	2,154.99	9,501.53	10,101.05	8,335.00	39,151.55	80,000.00	20,987.97	25,551.22	50,499.50	20,987.97							
15331	Metal Scraps	15331	324,000.00	1,571.30	1,571.31	1,571.30	0.00	1,571.30	1,571.31	642.00	157,380.69	100,000,571.30	1,599.88	37,267,401.37	1,599.95	1,599.88							
15353	Research Tools	15353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	32,727,272.72	34,999,999.99	10,000,000.00	12,500,000.00	34,999,999.99	10,000,000.00							
15410	Neophite	15410	10.00	11,500.01	11,500.01	11,500.01	0.00	11,500.01	11,500.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15587	Federation Navy Midshipman Insignia I	15587	111,000.00	167.89	257.02	158.11	46.16	158.11	257.02	73.00	4,325.83	4,500.00	4,318.08	81.50	4,318.08	4,318.08							
15588	Federation Navy Midshipman Insignia II	15588	1,000.00	3,500.00	3,500.00	3,500.00	0.00	3,500.00	3,500.00	19.00	13,420.63	15,000.00	4,999.98	4,898.74	14,999.00	4,999.98							
15589	Federation Navy Midshipman Insignia III	15589	5,500.00	5,022.73	5,250.00	5,000.00	125.00	5,000.00	5,250.00	6.00	14,276.93	14,276.93	14,276.93	0.00	14,276.93	14,276.93							
15590	Federation Navy Sergeant Insignia I	15590	5,500.00	2,727.55	4,003.02	2,600.00	701.51	2,600.00	4,003.02	29.00	22,758.62	40,000.00	20,000.00	9,428.09	20,000.00	20,000.00							
15591	Federation Navy Sergeant Major Insignia I	15591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	29,999.36	30,000.00	29,999.00	0.47	29,999.00	29,999.00							
15592	Federation Navy Fleet Captain Insignia I	15592	11,198.00	2,938.01	159,000.01	100.00	74,906.18	100.00	2,938.01	71.00	568,661.97	600,000.00	375,000.00	100,692.05	600,000.00	397,727.27							
15593	Federation Navy Fleet Major Insignia I	15593	11,000.00	3,140.36	33,588.00	100.00	15,765.69	100.00	33,544.00	34.00	274,852.94	300,000.00	100,000.00	81,038.19	297,500.00	100,000.00							
15594	Federation Navy Fleet Colonel Insignia I	15594	170.00	2,002,518.32	2,213,001.09	1,501,000.00	306,474.93	2,206,500.54	2,213,001.09	68.00	3,399,265.21	3,899,999.99	2,999,999.99	410,387.06	3,000,000.00	2,999,999.99							
15646	Federation Navy Command Sergeant Major Insignia I	15646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.00	46,429.82	53,499.99	43,523.99	3,636.77	44,444.44	43,523.99							
15647	Federation Navy Squad Leader Insignia	15647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15648	Federation Navy Raid Leader Insignia	15648	1,000.00	199.00	199.00	199.00	0.00	199.00	199.00	11.00	19,999,999.99	19,999,999.99	19,999,999.99	0.00	19,999,999.99	19,999,999.99							
15649	Federation Navy Sergeant Elite Insignia	15649	500.00	500.00	500.00	500.00	0.00	500.00	500.00	5.00	50,000,000.00	50,000,000.00	50,000,000.00	0.00	50,000,000.00	50,000,000.00							
15650	Federation Navy Fleet Commander Insignia	15650	1,000.00	200.00	200.00	200.00	0.00	200.00	200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15673	Federation Navy Fleet Colonel Insignia II	15673	350.00	445,000.00	445,000.01	445,000.00	0.01	445,000.00	445,000.01	507.00	799,211.03	800,000.00	749,999.00	25,000.50	800,000.00	799,211.03							
15994	Federation Navy Sergeant Insignia II	15994	336.00	24,033.46	24,033.46	24,033.46	0.00	24,033.46	24,033.46	31.00	192,098.47	240,330.54	175,000.00	25,982.29	184,900.00	179,722.22							
16002	Federation Navy Sergeant Insignia III	16002	3,498.00	105,183.81	160,000.00	81,520.03	21,035.83	108,012.25	120,763.97	134.00	256,998.11	450,000.00	228,000.00	64,632.02	232,397.00	228,000.00							
16227	Ferox	16227	126.00	9,691,304.82	51,505,714.18	58,298.29	16,313,271.62	58,298.29	51,505,714.09	70.00	56,950,802.82	59,000,000.00	54,999,997.96	1,571,281.05	57,989,899.00	54,999,997.96							
16229	Brutix	16229	44.00	48,087,953.59	50,001,000.83	43,000,000.02	1,699,202.68	49,000,604.21	50,001,000.82	43.00	61,533,807.15	75,000,000.00	59,324,989.97	3,924,357.81	61,024,984.46	59,324,989.98							
16231	Cyclone	16231	54.00	35,383,394.98	35,851,003.01	33,212,222.03	758,245.76	35,850,002.00	35,851,003.00	360.00	47,532,268.23	55,639,818.00	45,950,000.00	3,815,251.67	46,699,998.90	46,577,833.33							
16233	Prophecy	16233	19.00	46,052,675.66	50,001,230.09	591,231.00	16,832,110.80	47,222,333.09	50,001,230.09	347.00	56,852,014.80	66,979,979.95	56,795,000.00	2,954,643.10	56,800,000.00	56,799,968.29							
16236	Coercer	16236	213.00	665,688.88	778,000.36	300,000.20	191,177.72	777,777.03	778,000.35	422.00	1,294,928.35	1,357,989.99	1,185,999.94	63,249.91	1,276,947.85	1,185,999.98							
16238	Cormorant	16238	20.00	750,000.08	750,000.08	750,000.08	0.00	750,000.08	750,000.08	228.00	1,673,562.02	2,999,999.98	1,497,985.00	565,873.63	1,687,000.00	1,497,988.27							
16240	Catalyst	16240	1,513.00	839,199.15	1,136,011.00	800,315.00	126,959.02	800,315.00	1,136,010.53	607.00	1,565,658.50	2,198,999.99	1,199,997.98	260,252.56	1,392,994.50	1,199,997.99							
16242	Thrasher	16242	160.00	937,437.70	1,075,000.20	750,000.15	121,211.57	1,012,000.53	1,075,000.20	474.00	1,371,704.98	1,694,997.95	1,245,000.00	135,787.51	1,398,996.92	1,246,919.95							
16262	Clear Icicle	16262	15,000.00	163,666.71	210,000.00	14,999.98	63,118.92	210,000.00	210,000.00	191.00	290,000.00	290,000.00	290,000.00	0.00	290,000.00	290,000.00							
16263	Glacial Mass	16263	15,000.00	204,000.00	210,000.00	192,000.01	8,999.99	201,000.01	210,000.00	382.00	331,581.15	499,000.00	280,000.00	88,191.18	340,000.00	280,000.00							
16264	Blue Ice	16264	16,975.00	200,190.77	207,001.00	151,000.00	19,150.68	207,000.00	207,000.15	17,745.00	226,070.31	2,150,000.00	215,999.00	606,006.90	222,000.00	221,872.57							
16265	White Glaze	16265	14,795.00	191,204.28	210,000.00	152,000.14	23,198.17	210,000.00	210,000.00	524.00	353,333.90	420,000.00	345,000.00	35,238.31	345,000.00	345,000.00							
16266	Glare Crust	16266	500.00	85,000.00	85,000.00	85,000.00	0.00	85,000.00	85,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16267	Dark Glitter	16267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.00	750,000.00	750,000.00	750,000.00	0.00	750,000.00	750,000.00							
16268	Gelidus	16268	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	825,000.00	825,000.00	825,000.00	0.00	825,000.00	825,000.00							
16269	Krystallos	16269	100.00	75,000.00	75,000.00	75,000.00	0.00	75,000.00	75,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16272	Heavy Water	16272	25,000,000.00	142.97	157.99	35.05	46.20	157.18	157.99	19,912,832.00	218.64	278.00	174.96	36.22	200.00	174.96							
16273	Liquid Ozone	16273	7,821,211.00	227.28	348.17	65.02	99.40	190.58	348.17	11,750,256.00	435.06	463.03	415.00	14.32	437.76	416.61							
16274	Helium Isotopes	16274	5,675,001.00	637.72	650.01	550.00	34.33	650.00	650.00	7,387,983.00	808.00	986.98	710.00	117.97	717.50	712.88							
16275	Strontium Clathrates	16275	11,928,811.00	1,183.04	6,151.03	455.99	2,168.61	603.55	5,703.20	1,531,813.00	9,053.42	14,995.99	7,097.84	2,315.47	8,340.00	7,097.86							
16633	Hydrocarbons	16633	1,300,000.00	35.40	120.01	20.02	49.99	20.02	120.01	153,667.00	243.94	300.00	220.00	29.35	237.50	222.96							
16634	Atmospheric Gases	16634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,537,003.00	528.91	987.94	260.00	221.64	758.97	527.61							
16635	Evaporite Deposits	16635	301,000.00	435.40	710.01	50.00	272.07	300.02	710.01	788,426.00	1,269.37	1,299.90	1,200.00	40.34	1,287.45	1,200.00							
16636	Silicates	16636	110,000.00	701.83	720.00	700.01	10.00	700.01	720.00	503,100.00	2,075.72	2,499.00	1,300.00	423.19	2,174.50	1,300.00							
16637	Tungsten	16637	1,360,000.00	240.09	350.02	201.01	57.90	201.01	350.02	1,396,505.00	690.29	694.99	689.99	2.35	690.00	689.99							
16638	Titanium	16638	170,000.00	653.49	1,011.00	502.03	239.23	505.02	1,011.00	228,965.00	3,286.19	3,500.00	2,850.00	286.75	3,488.99	2,850.00							
16639	Scandium	16639	450,000.00	422.72	1,000.01	350.10	281.24	350.71	1,000.01	164,242.00	4,068.44	4,200.00	4,000.00	100.00	4,100.00	4,000.00							
16640	Cobalt	16640	181,000.00	1,050.15	1,050.35	1,050.01	0.16	1,050.01	1,050.33	932,422.00	2,020.90	2,374.66	1,729.00	271.76	2,082.33	1,729.89							
16641	Chromium	16641	200,000.00	2,252.55	3,000.00	1,505.10	747.45	2,252.55	3,000.00	707,704.00	3,547.27	3,899.90	3,501.00	159.63	3,675.50	3,501.00							
16642	Vanadium	16642	753,600.00	2,136.25	3,020.00	800.01	961.28	1,910.02	3,020.00	284,806.00	3,243.18	3,247.00	3,239.00	4.00	3,247.00	3,239.00							
16643	Cadmium	16643	200,000.00	9,914.04	10,006.01	9,700.00	132.28	10,005.21	10,006.01	29,500.00	13,998.00	13,998.00	13,998.00	0.00	13,998.00	13,998.00							
16644	Platinum	16644	319,000.00	1,341.62	1,800.02	600.00	417.44	1,105.50	1,800.02	227,217.00	3,180.90	3,500.00	3,090.00	121.15	3,149.90	3,090.00							
16646	Mercury	16646	530,000.00	877.93	1,700.72	610.54	534.06	610.55	1,700.71	49,016.00	4,902.01	5,000.00	4,800.00	86.60	5,000.00	4,800.00							
16647	Caesium	16647	415,000.00	1,557.45	1,650.02	1,504.00	67.66	1,506.17	1,650.01	5,300.00	5,000.00	5,000.00	5,000.00	0.00	5,000.00	5,000.00							
16648	Hafnium	16648	234,000.00	3,448.57	5,275.89	1,000.01	1,710.34	5,275.82	5,275.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16649	Technetium	16649	140,000.00	2,566.93	6,000.44	1,630.00	2,185.08	1,630.28	6,000.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16650	Dysprosium	16650	127,000.00	18,861.90	60,002.25	12,503.26	23,747.75	12,503.26	60,002.09	10,000.00	89,999.99	89,999.99	89,999.99	0.00	89,999.99	89,999.99							
16651	Neodymium	16651	110,000.00	10,697.07	17,571.39	10,009.64	3,780.88	10,009.64	17,571.39	62.00	30,000.00	30,000.00	30,000.00	0.00	30,000.00	30,000.00							
16652	Promethium	16652	37,996.00	17,648.67	17,701.33	17,504.25	75.53	17,650.57	17,701.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16653	Thulium	16653	125,000.00	3,355.10	13,775.31	750.05	6,140.16	750.05	13,775.30	69,300.00	14,500.00	14,500.00	14,500.00	0.00	14,500.00	14,500.00							
16654	Titanium Chromide	16654	1,094,000.00	180.75	1,050.01	100.00	404.91	100.00	1,050.01	405,600.00	5,008.88	5,100.00	4,800.00	129.90	5,100.00	4,800.00							
16655	Crystallite Alloy	16655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16656	Fernite Alloy	16656	720,000.00	657.87	925.03	603.65	160.45	604.13	925.02	320,449.00	4,910.47	5,000.00	4,826.00	87.00	4,913.00	4,826.00							
16657	Rolled Tungsten Alloy	16657	110,001.00	276.02	1,000.00	203.62	375.41	203.62	1,000.00	41,248.00	2,986.46	2,986.46	2,986.46	0.00	2,986.46	2,986.46							
16658	Silicon Diborite	16658	1,100,000.00	200.04	200.05	200.04	0.01	200.04	200.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16659	Carbon Polymers	16659	350,000.00	1,000.07	1,000.07	1,000.06	0.01	1,000.07	1,000.07	109,147.00	1,779.23	2,350.00	1,500.00	351.48	1,560.49	1,500.00							
16660	Ceramic Powder	16660	1,521,000.00	471.50	1,500.00	258.00	450.17	258.00	1,500.00	123,042.00	2,313.70	2,499.00	1,999.99	247.27	2,499.00	1,999.99							
16661	Sulfuric Acid	16661	100,000.00	100.00	100.00	100.00	0.00	100.00	100.00	156,751.00	2,400.00	2,400.00	2,400.00	0.00	2,400.00	2,400.00							
16662	Platinum Technite	16662	200,000.00	1,001.31	1,002.63	1,000.00	1.24	1,002.62	1,002.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16663	Caesarium Cadmide	16663	150,000.00	1,000.02	1,000.03	1,000.02	0.00	1,000.02	1,000.03	8,800.00	13,000.00	13,000.00	13,000.00	0.00	13,000.00	13,000.00							
16664	Solerium	16664	300,000.00	134.25	134.55	133.65	0.42	134.54	134.55	152,976.00	6,598.26	7,950.00	6,499.66	725.17	7,224.83	6,499.66							
16665	Hexite	16665	231,600.00	4,702.96	4,881.97	3,500.00	651.46	4,881.97	4,881.97	141,864.00	5,117.60	5,300.00	4,999.99	141.42	5,000.00	4,999.99							
16666	Hyperflurite	16666	25,000.00	17,000.02	17,000.02	17,000.01	0.01	17,000.02	17,000.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16667	Neo Mercurite	16667	200,000.00	320.03	320.03	320.02	0.00	320.03	320.03	192,800.00	16,000.00	16,000.00	16,000.00	0.00	16,000.00	16,000.00							
16668	Dysporite	16668	150,000.00	1,000.00	1,000.01	1,000.00	0.00	1,000.00	1,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16669	Ferrofluid	16669	120,000.00	10,166.67	39,000.00	4,400.00	17,300.00	4,400.00	39,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
