ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile
11556	Pulse Shield Emitter	11556	140,563.00	32,781.19	34,457.41	24,100.00	2,862.79	34,283.01	34,457.41	298,588.00	47,263.13	47,900.00	46,999.88	248.78	47,229.52	46,999.89
11557	Linear Shield Emitter	11557	108,115.00	33,618.75	38,090.00	27,000.02	3,084.79	34,625.00	38,089.97	89,954.00	49,444.39	49,999.23	47,998.95	745.37	49,999.23	47,998.98
11558	Sustained Shield Emitter	11558	277,008.00	34,740.07	39,307.16	28,500.02	3,626.46	34,011.01	39,307.12	275,462.00	48,517.19	48,999.97	48,179.90	287.78	48,228.98	48,179.91
11585	Pax Amarria	11585	13,499.00	711.98	712.22	711.91	0.13	711.91	712.22	1,957.00	13,999.99	13,999.99	13,999.99	0.00	13,999.99	13,999.99
11588	Defunct Drone Sensor Module	11588	1,061.00	15,116.77	15,117.01	15,106.79	4.39	15,111.78	15,117.00	618.00	2,893,983.61	3,315,019.14	1,619,157.00	598,415.93	3,315,017.93	1,804,327.81
11688	Particle Accelerator Unit	11688	187,318.00	20,796.40	21,293.00	19,500.00	565.98	21,017.50	21,292.04	367,040.00	27,370.65	34,999.94	24,171.00	2,827.57	24,748.99	24,172.00
11689	Laser Focusing Crystals	11689	221,512.00	19,948.34	20,138.05	18,013.99	469.07	20,082.50	20,138.04	435,394.00	23,681.04	25,214.02	22,494.97	829.68	23,440.18	22,494.97
11690	Superconductor Rails	11690	208,000.00	20,360.55	22,006.00	17,014.05	1,524.52	20,005.38	22,005.81	211,621.00	26,728.71	39,500.00	24,498.98	3,944.89	26,980.00	24,498.98
11691	Thermonuclear Trigger Unit	11691	254,172.00	22,366.09	23,780.40	18,564.10	1,321.26	21,803.04	23,780.40	74,634.00	36,095.10	36,868.96	36,067.93	346.40	36,469.14	36,067.93
11692	Nuclear Pulse Generator	11692	146,710.00	16,952.86	19,013.20	15,850.73	977.27	16,626.06	17,775.22	366,564.00	20,565.34	24,499.69	19,014.44	1,301.27	20,288.18	19,014.44
11693	Graviton Pulse Generator	11693	233,275.00	17,902.04	20,900.02	16,900.01	1,564.04	17,013.21	20,839.80	555,770.00	22,125.85	24,999.99	21,545.85	769.09	21,832.81	21,545.87
11694	EM Pulse Generator	11694	286,664.00	14,719.48	18,000.29	8,000.97	2,409.69	15,028.68	17,551.31	278,887.00	20,711.69	26,499.55	18,965.59	1,557.01	19,943.38	18,965.60
11695	Plasma Pulse Generator	11695	163,916.00	17,758.00	19,814.28	5,000.00	3,910.57	19,004.08	19,813.13	225,020.00	20,894.02	23,786.65	20,049.30	846.51	20,368.25	20,049.30
11724	Glossy Compound	11724	232,299.00	970.34	1,000.98	300.00	313.95	1,000.94	1,000.98	260,519.00	52,911.67	52,999.02	24,899.00	12,849.71	52,999.02	52,623.02
11725	Plush Compound	11725	24,553.00	17,205.67	17,900.09	17,023.69	422.26	17,027.55	17,900.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11732	Sheen Compound	11732	152,047.00	585.99	1,710.25	1.00	636.53	1.00	1,710.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11733	Motley Compound	11733	118,978.00	622.55	1,461.43	14.50	682.07	14.50	1,461.43	4,146.00	19,184.61	25,999.90	15,990.00	3,896.58	15,990.00	15,990.00
11734	Opulent Compound	11734	23,197.00	7,691.71	8,002.61	1,000.00	2,757.93	8,002.60	8,002.61	156,167.00	18,000.01	18,000.02	17,999.97	0.02	18,000.02	17,999.99
11735	Dark Compound	11735	29,289.00	1,388.20	2,600.13	200.00	1,039.27	200.00	2,600.13	2,607.00	20,205.91	24,000.00	14,999.00	3,108.39	19,990.00	19,717.89
11736	Lustering Alloy	11736	18,239.00	6,850.67	7,009.38	5,001.01	945.76	7,009.38	7,009.38	2,269.00	27,989.98	27,990.00	27,989.00	0.50	27,990.00	27,989.98
11737	Precious Alloy	11737	206,098.00	201.53	204.47	100.00	41.49	204.15	204.47	1.00	100,000.00	100,000.00	100,000.00	0.00	100,000.00	100,000.00
11738	Lucent Compound	11738	263,697.00	319.02	320.14	311.42	3.84	320.12	320.14	5,728.00	47,756.83	123,400.00	3,900.00	36,224.88	49,899.98	26,442.66
11739	Condensed Alloy	11739	17,333.00	346.20	706.30	200.10	219.16	200.21	706.30	8,852.00	56,769.47	80,000.00	12,999.99	21,039.18	76,000.00	12,999.99
11740	Gleaming Alloy	11740	370,500.00	79.17	108.85	1.00	35.50	54.03	108.85	16,711.00	40,127.10	120,000.00	34,543.00	22,300.28	36,640.99	36,456.94
11741	Crystal Compound	11741	50,179.00	206.12	210.13	200.00	5.05	210.11	210.13	268.00	22,715.08	45,000.00	9,999.99	15,692.53	10,000.00	9,999.99
11746	R.Db - Lai Dai	11746	1,200,000.00	214.25	250.09	164.08	40.52	250.09	250.09	150,547.00	865.31	950.00	442.99	227.96	950.00	449.66
11855	Protein Delicacies	11855	1,220,000.00	22.57	102.41	5.01	45.91	5.01	102.40	8,750.00	5,999.99	6,000.00	5,999.97	0.01	6,000.00	5,999.97
11936	Apocalypse Imperial Issue	11936	1.00	500,000.00	500,000.00	500,000.00	0.00	500,000.00	500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11938	Armageddon Imperial Issue	11938	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11940	Gold Magnate	11940	2.00	56,000,000.00	61,000,000.00	51,000,000.01	5,000,000.00	56,000,000.00	61,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11942	Silver Magnate	11942	2.00	71,255,555.56	71,300,000.00	71,211,111.11	44,444.45	71,255,555.56	71,300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11944	Synthetic Coffee	11944	114,198.00	194.62	1,699.11	5.00	725.74	5.00	1,699.10	19,473.00	63,940.42	64,999.96	53,999.96	4,966.35	64,999.96	53,999.96
11957	Falcon	11957	63.00	175,918,697.14	192,900,257.08	19,999,999.00	42,377,624.11	192,250,000.64	192,900,257.02	77.00	230,041,265.06	249,999,999.99	217,999,999.23	11,428,025.40	219,999,241.41	217,999,999.23
11959	Rook	11959	25.00	186,503,704.65	196,500,001.01	170,000,090.87	7,005,535.94	187,000,009.00	196,250,016.58	80.00	214,700,658.10	235,000,000.00	200,900,000.00	8,486,267.14	215,350,000.00	200,979,999.99
11961	Huginn	11961	22.00	141,899,715.88	148,500,000.09	128,104,013.00	7,645,309.94	145,430,001.93	148,500,000.09	211.00	167,496,262.53	214,999,987.79	156,249,978.93	18,177,225.67	164,899,841.00	156,249,987.82
11963	Rapier	11963	87.00	154,817,769.03	163,699,001.19	128,938,985.95	9,868,718.15	160,999,111.32	163,699,001.18	54.00	182,825,924.25	212,499,999.99	174,899,999.16	11,893,374.91	182,249,999.34	174,899,999.16
11965	Pilgrim	11965	42.00	143,359,371.25	152,800,013.55	125,002,281.87	11,659,056.46	152,700,000.00	152,800,013.51	121.00	170,973,964.43	191,999,999.99	162,299,999.94	7,567,605.78	171,599,998.00	162,299,999.94
11969	Arazu	11969	35.00	150,300,372.64	164,100,011.07	125,000,179.77	14,589,804.22	162,160,001.00	164,100,011.07	55.00	192,740,228.47	227,500,000.00	173,999,999.92	18,196,292.43	190,000,000.00	173,999,999.94
11971	Lachesis	11971	32.00	157,337,700.04	162,000,008.66	72,000,022.00	21,666,576.15	162,000,008.52	162,000,008.66	117.00	179,451,140.60	202,999,999.99	168,950,949.98	11,054,306.89	178,900,000.00	169,529,385.65
11978	Scimitar	11978	107.00	128,656,432.73	140,100,101.01	120,000,000.01	5,935,731.82	128,010,100.00	140,050,084.01	495.00	160,517,915.87	300,000,000.00	144,150,100.00	22,636,144.28	159,918,508.64	145,421,275.90
11985	Basilisk	11985	94.00	182,697,481.92	190,900,022.82	166,000,000.01	6,055,894.27	189,192,157.51	190,900,022.78	283.00	237,246,165.50	297,500,966.84	202,898,989.97	34,757,814.04	220,000,000.00	202,899,864.25
11987	Guardian	11987	90.00	129,971,717.14	137,500,107.97	128,010,008.01	4,093,464.79	128,010,009.01	137,500,107.49	274.00	161,443,862.75	216,800,099.99	143,697,999.95	23,781,332.26	153,656,071.56	143,699,721.82
11989	Oneiros	11989	130.00	152,989,973.31	157,500,233.05	139,650,000.01	4,917,283.35	152,238,474.63	157,500,233.02	293.00	172,368,346.67	195,000,000.00	165,988,498.00	7,115,848.37	166,699,989.18	165,988,617.24
11993	Cerberus	11993	153.00	197,190,685.71	206,000,073.08	171,000,000.03	9,815,855.86	197,550,003.71	206,000,073.08	640.00	236,393,282.55	284,079,907.99	212,499,993.94	18,726,088.52	236,549,980.75	213,792,449.03
11995	Onyx	11995	105.00	318,462,048.44	350,040,101.01	250,000,000.00	24,618,649.00	318,199,901.02	350,040,101.00	49.00	373,695,116.59	392,999,000.00	359,920,997.00	11,924,435.01	373,950,497.96	359,920,997.81
11999	Vagabond	11999	104.00	154,462,540.90	166,600,493.48	140,000,039.00	10,568,622.63	152,210,500.15	166,600,457.52	31.00	194,904,577.63	210,899,996.98	186,999,991.60	8,816,737.19	189,798,998.50	186,999,992.87
12003	Zealot	12003	54.00	130,223,678.32	132,201,000.01	126,000,000.00	2,084,125.16	130,850,164.24	132,201,000.00	61.00	153,755,721.39	200,000,000.00	141,999,999.97	15,419,871.09	152,899,999.94	141,999,999.98
12005	Ishtar	12005	134.00	150,347,261.81	151,500,007.11	132,000,555.00	4,190,865.64	151,000,100.00	151,500,007.07	516.00	187,378,827.05	239,999,995.75	163,799,164.96	22,130,679.82	190,000,000.00	163,799,170.16
12011	Eagle	12011	59.00	193,512,428.80	220,860,421.47	150,000,000.00	23,614,258.97	178,153,601.09	220,860,205.57	129.00	245,271,737.10	290,000,000.00	234,985,999.90	17,330,382.68	234,999,887.99	234,985,999.90
12013	Broadsword	12013	101.00	247,661,183.46	258,501,222.00	176,003,354.15	18,977,754.42	256,060,086.66	258,501,222.00	94.00	305,891,333.00	324,999,409.08	304,899,834.00	3,563,470.84	304,899,888.00	304,899,834.29
12015	Muninn	12015	44.00	148,066,117.38	154,000,001.00	120,000,000.00	10,381,766.79	151,750,000.00	154,000,001.00	44.00	173,504,498.88	178,500,000.00	163,899,997.75	6,032,711.77	176,900,000.00	163,899,997.91
12017	Devoter	12017	78.00	234,389,021.31	239,600,000.99	200,238,206.24	10,075,181.52	239,000,002.80	239,600,000.13	67.00	323,828,681.99	555,000,000.00	269,999,998.95	53,936,766.73	276,694,999.69	269,999,998.95
12019	Sacrilege	12019	78.00	158,585,612.13	167,269,002.36	141,300,009.33	7,781,301.52	164,300,979.09	167,269,001.35	142.00	188,860,554.01	289,999,886.00	174,300,000.00	23,567,530.27	180,500,000.00	174,549,999.75
12021	Phobos	12021	12.00	230,906,278.83	238,055,205.00	201,000,000.00	13,849,085.81	234,859,236.25	238,055,205.00	109.00	264,130,890.64	319,998,997.76	245,799,997.00	21,338,097.37	256,999,999.26	245,799,997.50
12023	Deimos	12023	23.00	158,895,659.57	162,700,008.43	82,000,010.00	23,046,649.54	162,700,008.37	162,700,008.43	150.00	193,622,495.19	255,000,000.00	173,989,996.52	17,119,683.85	190,000,994.00	173,989,997.45
12032	Manticore	12032	480.00	20,894,439.27	26,000,000.04	17,000,000.00	2,671,061.12	21,000,000.01	25,846,156.32	442.00	30,588,643.17	40,000,000.00	27,998,999.74	3,818,799.72	28,499,995.64	27,998,999.75
12034	Hound	12034	640.00	18,998,348.90	20,809,005.01	12,504,000.05	2,316,586.63	20,375,015.02	20,809,004.43	999.00	25,753,194.82	45,909,998.96	22,499,999.94	5,423,048.95	25,974,996.00	22,508,125.05
12038	Purifier	12038	354.00	18,630,335.78	21,555,000.20	10,100,000.02	2,855,803.14	18,900,000.00	21,555,000.20	1,009.00	23,570,464.31	38,094,987.60	22,694,981.92	3,842,132.71	22,694,986.00	22,694,981.95
12042	Ishkur	12042	92.00	20,597,322.65	22,045,594.47	14,131,000.01	2,119,836.37	21,603,062.50	22,045,594.47	422.00	25,034,161.89	28,199,999.98	22,945,593.99	1,551,270.37	24,174,984.50	22,966,883.32
12044	Enyo	12044	149.00	18,963,818.48	21,070,077.91	15,000,000.01	2,145,304.89	20,613,614.00	21,070,077.91	482.00	24,969,333.98	34,999,999.99	22,999,988.99	2,337,792.72	24,092,002.00	22,999,989.15
12238	Refining Array	12238	178.00	21,615,296.47	26,502,088.56	11,500,500.43	5,364,000.21	23,513,126.63	26,502,088.55	7.00	35,985,428.40	36,997,998.88	35,499,999.99	611,646.24	36,486,499.44	35,499,999.99
12239	Medium Intensive Refining Array	12239	92.00	42,157,110.74	55,000,005.01	20,000,000.03	13,777,485.69	42,000,006.00	55,000,003.58	106.00	64,228,482.75	73,246,032.00	61,956,194.15	3,154,022.30	61,956,274.57	61,956,194.16
12302	Test Dummies	12302	1,540.00	31,350.73	32,000.24	31,000.00	471.52	31,000.00	32,000.24	2,616.00	1,813,017.04	3,014,446.81	499,999.99	945,614.04	1,800,000.00	1,740,453.99
12478	Khumaak	12478	12,352,035.00	2.46	12,299.24	1.07	5,774.24	1.07	2.46	14,987.00	217,304.77	1,199,999.19	149,899.99	514,441.19	149,899.99	149,899.99
12542	Guristas Bronze Tag	12542	1,328.00	2,808,186.26	5,106,000.00	1,000,000.26	1,480,706.80	2,200,004.71	5,106,000.00	244.00	8,495,538.95	10,999,758.92	6,994,000.00	1,118,306.33	9,332,999.99	6,994,576.92
12543	Guristas Silver Tag	12543	5,818.00	73,797.45	85,000.00	28,310.00	18,920.92	83,000.02	83,230.22	560.00	403,353.65	423,994.98	332,796.98	33,577.10	421,497.49	332,797.00
12544	Guristas Gold Tag	12544	2,110.00	54,989.91	57,228.24	10,000.00	22,262.59	57,228.24	57,228.24	1,597.00	194,074.88	420,000.00	69,999.78	71,712.78	145,498.95	69,999.78
12545	Guristas Platinum Tag	12545	66,000.00	9,036.74	11,121.79	110.03	4,150.07	7,060.90	11,121.79	14,207.00	29,063.73	49,000.00	17,121.79	7,535.32	33,982.80	18,824.63
12546	Guristas Crystal Tag	12546	36,299.00	2,424.88	3,000.00	1,574.86	453.23	3,000.00	3,000.00	2,796.00	18,046.20	38,999.63	15,993.21	7,106.70	15,993.32	15,993.21
12729	Crane	12729	34.00	112,883,157.20	126,000,013.44	100,000,000.00	11,589,841.18	116,326,071.44	126,000,013.44	188.00	142,269,961.73	154,499,790.61	131,989,999.44	7,597,974.38	147,848,999.00	131,989,999.90
12731	Bustard	12731	42.00	180,125,819.72	206,100,007.12	152,000,324.88	21,613,822.19	190,355,001.15	206,100,006.41	125.00	225,163,715.16	238,950,000.00	214,300,000.00	8,012,500.46	217,699,999.00	214,300,000.00
12733	Prorator	12733	40.00	95,711,477.24	103,189,001.75	68,000,000.00	11,838,776.08	103,189,001.05	103,189,001.75	159.00	112,639,634.43	138,000,000.00	107,389,001.23	6,626,394.81	109,000,000.00	107,408,978.43
12735	Prowler	12735	36.00	96,791,167.98	105,804,002.54	75,000,000.00	9,559,770.62	94,212,000.00	105,804,002.54	85.00	120,015,540.59	148,996,992.99	113,795,999.95	8,664,594.97	114,902,001.03	113,795,999.95
12743	Viator	12743	67.00	111,031,714.24	117,002,034.02	95,110,002.43	6,572,441.31	111,111,111.00	117,002,034.01	225.00	130,679,443.78	161,359,992.40	122,977,960.31	10,721,979.74	122,977,983.90	122,977,960.31
12745	Occator	12745	26.00	157,220,927.32	172,800,000.00	81,060,299.99	24,554,072.92	172,160,330.42	172,510,000.01	88.00	191,049,355.55	259,001,923.83	182,000,000.00	14,207,248.33	187,999,985.00	182,714,285.00
12747	Mastodon	12747	42.00	150,933,951.92	160,455,566.16	138,446,000.00	6,690,910.55	153,200,166.50	160,455,566.15	50.00	176,048,313.74	189,901,019.58	172,990,000.00	7,379,170.17	172,993,999.00	172,993,713.36
12753	Impel	12753	14.00	150,305,862.12	156,100,293.54	125,000,000.00	11,048,629.69	154,900,117.39	156,100,293.54	143.00	167,120,474.09	205,000,000.00	162,478,000.00	9,929,461.69	164,444,999.99	162,487,198.13
12836	Transcranial Microcontrollers	12836	103,691.00	62,743.41	71,515.00	25,000.00	11,270.58	69,100.00	71,514.39	170,560.00	89,260.82	140,336.18	78,497.99	15,094.56	87,498.95	78,497.99
12865	Quafe Ultra	12865	771,000.00	60.16	60.93	60.07	0.43	60.08	60.93	369,259.00	1,208.26	2,498.90	929.00	671.04	944.45	936.00
12994	Quafe Ultra Special Edition	12994	22,916.00	14,830.31	500,000.01	2.69	215,560.75	2,626.23	28,711.90	339.00	4,999,618.87	4,999,780.99	4,998,581.00	528.77	4,999,683.63	4,998,686.81
13202	Megathron Federate Issue	13202	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14358	Zemnar	14358	326,781.00	173.86	179.00	169.04	3.69	170.41	178.51	19,678.00	19,370.25	50,000.00	1,398.00	15,131.63	19,999.98	9,183.36
15316	Galeptos Medicine	15316	3,054,202.00	11.08	100.02	10.78	39.73	10.78	11.08	609.00	149,600.54	152,012.00	148,700.00	906.45	149,000.00	148,924.79
15317	Genetically Enhanced Livestock	15317	352,780.00	13,001.78	17,400.07	7,500.02	2,978.32	13,317.07	17,400.04	51,531.00	47,001.94	50,000.00	44,944.98	1,598.77	46,999.50	44,944.99
15331	Metal Scraps	15331	1,799,113.00	1,654.22	1,661.08	1,480.05	66.90	1,660.05	1,661.08	86,919.00	2,340.29	2,700.00	1,661.44	276.78	2,700.00	1,687.86
15353	Research Tools	15353	5,000.00	1,300.77	1,300.77	1,300.77	0.00	1,300.77	1,300.77	120.00	12,120,833.33	34,300,000.00	6,950,000.00	11,556,840.21	6,950,000.00	6,950,000.00
15410	Neophite	15410	16.00	21,316,255.56	22,000,000.30	21,000,000.00	469,991.57	21,003,004.38	22,000,000.30	7.00	388,205,969.39	965,000,000.77	149,999,999.00	393,378,396.43	150,000,000.00	149,999,999.00
15587	Federation Navy Midshipman Insignia I	15587	25,254.00	2,036.12	4,500.00	2,010.84	1,219.41	2,010.91	2,132.21	17,578.00	7,805.45	10,000.00	4,500.01	1,547.16	7,895.00	7,805.07
15588	Federation Navy Midshipman Insignia II	15588	17,256.00	3,666.59	8,000.00	3,601.30	2,154.89	3,601.30	3,815.62	268.00	8,291.28	20,000.00	8,100.00	3,105.60	8,190.00	8,100.00
15589	Federation Navy Midshipman Insignia III	15589	15,756.00	7,918.14	15,000.00	7,801.15	3,526.68	7,801.15	8,367.23	5,637.00	18,096.62	30,000.00	15,666.00	3,419.91	18,495.97	15,686.06
15590	Federation Navy Sergeant Insignia I	15590	22,256.00	18,625.34	20,000.36	9,800.05	4,607.93	20,000.35	20,000.36	22,496.00	41,799.96	100,000.01	39,894.86	20,802.34	39,894.87	39,894.86
15591	Federation Navy Sergeant Major Insignia I	15591	6,256.00	16,668.73	30,000.00	16,099.38	6,809.62	16,100.21	17,193.07	46.00	204,738.93	999,999.00	31,999.88	301,519.92	34,999.99	31,999.88
15592	Federation Navy Fleet Captain Insignia I	15592	36,632.00	362,742.78	455,100.31	166,034.02	94,879.25	404,796.06	455,100.28	3,085.00	606,826.34	676,009.94	558,990.95	28,508.90	589,999.91	559,948.65
15593	Federation Navy Fleet Major Insignia I	15593	10,256.00	99,664.94	100,000.05	98,854.13	566.72	100,000.02	100,000.05	78,404.00	120,985.51	180,000.16	108,799.90	21,003.86	118,984.83	108,799.99
15594	Federation Navy Fleet Colonel Insignia I	15594	15,337.00	2,092,955.31	2,123,216.08	1,500,000.00	106,907.25	2,114,004.62	2,123,216.08	14,999.00	3,194,154.11	5,199,999.00	2,525,209.98	645,516.22	2,710,974.00	2,525,212.84
15646	Federation Navy Command Sergeant Major Insignia I	15646	2,255.00	41,136.37	50,000.00	40,001.25	4,999.37	40,001.26	50,000.00	1,350.00	129,525.10	158,996.97	51,988.99	38,282.10	158,996.97	51,989.00
15647	Federation Navy Squad Leader Insignia	15647	384.00	50,000.00	50,000.01	50,000.00	0.00	50,000.00	50,000.01	70.00	599,999.73	1,999,998.64	250,000.00	824,957.27	250,000.00	250,000.00
15648	Federation Navy Raid Leader Insignia	15648	581.00	100,000.12	100,000.34	100,000.00	0.14	100,000.05	100,000.34	11.00	18,999,999.99	19,000,000.00	18,999,999.98	0.01	18,999,999.99	18,999,999.98
15649	Federation Navy Sergeant Elite Insignia	15649	556.00	60,000.11	60,000.21	60,000.00	0.10	60,000.10	60,000.21	17.00	9,423,817.64	12,110,000.01	7,000,900.00	1,695,269.79	9,007,899.98	7,000,900.00
15650	Federation Navy Fleet Commander Insignia	15650	272.00	1,941,176.67	2,000,000.00	1,000,003.09	499,998.35	1,500,001.76	2,000,000.00	11.00	2,589,529.07	2,999,820.00	2,488,999.94	181,542.30	2,490,000.00	2,488,999.94
15673	Federation Navy Fleet Colonel Insignia II	15673	33,856.00	749,823.18	750,000.02	740,022.18	4,703.59	750,000.01	750,000.02	121,011.00	767,088.99	779,999.94	764,990.00	5,549.94	765,000.00	764,999.97
15994	Federation Navy Sergeant Insignia II	15994	4,256.00	12,783.52	25,000.00	12,001.66	6,499.17	12,001.67	25,000.00	23,736.00	45,426.82	98,000.00	44,994.83	22,498.60	44,994.92	44,994.83
16002	Federation Navy Sergeant Insignia III	16002	12,330.00	115,857.40	116,596.02	113,500.03	919.75	116,594.16	116,596.02	5,841.00	254,625.64	439,998.97	245,554.99	56,432.42	247,998.00	246,930.32
16227	Ferox	16227	124.00	49,812,113.10	54,051,000.00	17,999,999.99	7,430,213.79	49,841,167.69	54,051,000.00	434.00	60,379,330.08	67,999,814.66	58,049,999.98	1,780,247.46	60,186,998.75	58,050,000.00
16229	Brutix	16229	97.00	50,497,832.72	53,600,001.24	40,000,000.00	3,308,355.51	50,070,894.89	53,600,001.24	410.00	61,798,398.06	67,000,000.00	53,989,981.74	4,107,559.21	63,487,999.00	53,989,981.75
16231	Cyclone	16231	137.00	39,633,731.11	42,300,000.00	31,000,100.01	3,406,477.69	40,048,715.95	42,262,875.38	905.00	47,242,992.62	50,100,000.00	43,999,999.96	1,660,877.13	48,558,893.40	44,895,585.46
16233	Prophecy	16233	91.00	51,472,975.52	55,700,018.18	35,100,000.13	6,694,432.41	53,200,137.00	55,700,018.14	56.00	66,862,730.15	73,449,999.00	65,300,835.94	3,444,310.46	65,300,838.22	65,300,835.94
16236	Coercer	16236	1,630.00	959,637.11	1,002,075.06	700,008.55	131,854.47	1,002,062.20	1,002,071.56	1,409.00	1,199,926.98	1,399,982.88	1,145,997.99	60,837.61	1,158,999.79	1,145,998.00
16238	Cormorant	16238	3,113.00	1,178,350.13	1,386,001.02	650,000.01	192,957.15	1,111,602.80	1,386,000.56	861.00	1,814,606.52	2,999,999.14	1,436,001.01	497,009.44	1,599,746.00	1,483,139.52
16240	Catalyst	16240	4,130.00	1,080,658.76	1,200,000.05	900,315.00	83,066.81	1,130,000.00	1,176,379.41	5,115.00	1,700,934.83	1,999,960.00	1,394,981.42	156,854.73	1,699,974.85	1,394,983.35
16242	Thrasher	16242	4,169.00	1,066,001.62	1,177,508.59	906,302.77	110,635.10	1,041,999.99	1,177,508.40	2,295.00	2,031,949.12	2,159,999.00	1,399,999.71	296,885.72	2,099,999.81	1,399,999.97
16262	Clear Icicle	16262	9,895.00	156,230.66	185,000.20	30,200.00	44,807.70	162,000.06	185,000.20	2,454.00	276,275.11	285,000.00	239,998.98	20,155.60	281,000.10	241,376.84
16263	Glacial Mass	16263	1,272.00	88,080.24	160,000.13	1,000.00	64,982.24	50,500.03	160,000.09	803.00	264,363.43	349,999.95	255,000.00	32,628.40	264,997.92	255,000.00
16264	Blue Ice	16264	6,103.00	133,937.12	171,000.51	28,200.00	46,557.40	167,755.66	171,000.51	6,644.00	262,055.12	276,999.99	244,197.00	10,887.51	250,021.10	244,527.60
16265	White Glaze	16265	37,443.00	270,330.46	288,002.93	102,000.01	85,929.01	288,002.90	288,002.93	8,884.00	339,388.86	399,995.38	311,000.00	36,362.85	342,499.97	311,906.33
16266	Glare Crust	16266	3,012.00	147,014.97	200,000.04	9,000.00	79,715.36	130,000.09	200,000.04	504.00	706,304.57	2,248,999.74	624,998.99	609,766.60	624,999.00	624,999.00
16267	Dark Glitter	16267	2,510.00	331,726.34	353,000.76	300,000.00	17,446.45	352,005.61	353,000.76	600.00	1,013,987.40	1,017,871.99	999,998.99	8,036.22	1,017,871.99	999,999.00
16268	Gelidus	16268	2,000.00	197,685.11	200,200.16	150,000.00	18,701.05	200,200.09	200,200.15	49.00	1,967,346.73	1,999,999.76	1,799,999.97	99,999.89	1,999,999.76	1,799,999.99
16269	Krystallos	16269	1,583.00	57,273.57	60,000.06	7,999.96	24,513.08	60,000.03	60,000.06	45.00	999,999.99	1,000,000.00	999,999.95	0.02	1,000,000.00	999,999.95
16272	Heavy Water	16272	18,220,267.00	152.14	161.37	75.01	21.61	161.08	161.36	159,599,326.00	196.79	500.00	174.44	49.33	175.99	174.48
16273	Liquid Ozone	16273	141,650,067.00	283.08	318.40	104.49	53.44	302.02	318.39	266,247,011.00	415.97	499.97	368.83	30.86	424.00	368.94
16274	Helium Isotopes	16274	70,223,366.00	655.07	690.11	280.99	96.97	650.53	690.11	132,317,884.00	877.22	1,688.22	723.69	187.11	752.14	723.74
16275	Strontium Clathrates	16275	15,718,402.00	2,343.08	5,570.52	666.01	2,015.61	932.21	5,570.50	9,651,783.00	6,663.81	11,899.97	5,978.35	1,336.46	6,300.00	5,978.35
16633	Hydrocarbons	16633	13,950,000.00	73.44	96.54	40.00	25.99	83.37	96.54	9,191,209.00	419.29	800.00	221.94	188.54	276.97	223.08
16634	Atmospheric Gases	16634	33,025,000.00	87.91	100.02	65.00	10.87	83.00	100.00	15,296,935.00	558.26	899.95	284.00	117.41	499.74	296.10
16635	Evaporite Deposits	16635	4,985,000.00	727.44	953.01	49.87	288.88	875.00	953.00	19,387,635.00	1,319.06	1,987.49	1,042.74	251.10	1,383.14	1,043.11
16636	Silicates	16636	6,387,000.00	797.09	905.04	500.00	135.75	875.00	905.04	16,784,656.00	1,379.05	2,986.42	921.93	598.68	1,487.91	921.95
16637	Tungsten	16637	16,470,000.00	209.64	527.00	19.96	163.19	19.96	527.00	27,659,459.00	1,095.41	2,299.92	588.00	587.77	850.00	588.00
16638	Titanium	16638	4,355,950.00	2,087.16	2,160.90	1,000.00	271.24	2,155.63	2,160.90	11,576,780.00	3,603.10	5,133.68	2,583.99	624.64	3,934.93	2,584.00
16639	Scandium	16639	8,499,000.00	1,845.21	2,555.01	900.02	524.37	1,762.51	2,555.01	10,077,237.00	3,647.08	5,950.00	2,675.99	898.58	3,559.05	2,676.25
16640	Cobalt	16640	6,605,194.00	1,064.72	1,106.03	806.51	71.32	1,102.00	1,106.03	19,346,358.00	1,903.53	3,093.96	1,284.00	375.01	1,968.81	1,284.29
16641	Chromium	16641	5,127,800.00	2,627.50	2,652.07	1,500.00	238.36	2,647.21	2,652.07	19,601,907.00	4,473.81	9,940.89	3,094.98	1,360.51	3,965.12	3,095.67
16642	Vanadium	16642	3,170,399.00	2,301.78	2,943.01	1,154.70	585.83	2,647.40	2,943.00	7,328,150.00	3,346.16	5,265.64	3,000.98	456.88	3,173.17	3,001.00
16643	Cadmium	16643	4,176,800.00	8,808.90	9,926.01	4,500.27	1,604.33	9,893.14	9,925.03	14,852,045.00	11,862.48	16,489.95	10,380.00	1,607.35	11,439.97	10,399.20
16644	Platinum	16644	5,997,999.00	1,835.63	2,427.00	100.00	780.99	2,025.00	2,427.00	9,140,574.00	3,636.65	8,000.00	2,669.91	1,384.90	3,223.92	2,674.92
