ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile							30002187
11725	Plush Compound	11725	32,898.00	13,225.42	16,116.64	160.00	5,939.30	16,066.51	16,116.64	6,057.00	29,852.51	29,998.94	27,489.49	1,002.78	29,998.94	27,493.47							
11732	Sheen Compound	11732	29,000.00	1,818.26	1,854.22	1,750.02	45.10	1,802.08	1,854.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11733	Motley Compound	11733	55,000.00	275.15	275.38	274.89	0.23	275.36	275.38	1,533.00	6,524.00	6,524.00	6,524.00	0.00	6,524.00	6,524.00							
11734	Opulent Compound	11734	17,000.00	2,556.11	2,559.89	2,553.52	2.73	2,553.52	2,559.89	695.00	26,999.91	26,999.91	26,999.91	0.00	26,999.91	26,999.91							
11735	Dark Compound	11735	55,971.00	1,331.05	1,501.19	550.25	380.21	1,500.75	1,501.19	1,837.00	49,999.91	49,999.94	49,999.91	0.01	49,999.93	49,999.91							
11736	Lustering Alloy	11736	21,100.00	12,414.98	12,419.00	12,412.00	2.52	12,417.03	12,418.26	76.00	146,710.53	150,000.00	100,000.00	25,000.00	150,000.00	100,000.00							
11737	Precious Alloy	11737	65,000.00	402.52	403.38	401.18	0.94	402.25	403.38	2.00	999,999,950.00	1,000,000,000.00	999,999,900.00	50.00	999,999,950.00	999,999,900.00							
11738	Lucent Compound	11738	40,000.00	1,150.84	1,153.05	1,147.86	2.14	1,149.94	1,153.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11739	Condensed Alloy	11739	50,000.00	561.34	567.11	555.58	4.99	561.33	567.11	255.00	499,999.96	500,000.00	499,999.95	0.02	499,999.96	499,999.95							
11740	Gleaming Alloy	11740	50,000.00	1,033.21	1,034.34	1,031.41	1.21	1,032.63	1,034.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11741	Crystal Compound	11741	427,789.00	28.41	29.62	25.61	1.84	29.53	29.62	2.00	50,050,000.00	100,000,000.00	100,000.00	49,950,000.00	50,050,000.00	100,000.00							
11746	R.Db - Lai Dai	11746	45,477.00	306.02	306.03	306.02	0.00	306.02	306.03	26,350.00	793.97	794.00	792.50	0.75	794.00	793.97							
11855	Protein Delicacies	11855	20,000.00	10.88	18.75	3.00	7.88	10.88	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11936	Apocalypse Imperial Issue	11936	1.00	11,111,111.11	11,111,111.11	11,111,111.11	0.00	11,111,111.11	11,111,111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11938	Armageddon Imperial Issue	11938	1.00	11,111,111.11	11,111,111.11	11,111,111.11	0.00	11,111,111.11	11,111,111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11940	Gold Magnate	11940	1.00	11,111,111.11	11,111,111.11	11,111,111.11	0.00	11,111,111.11	11,111,111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11942	Silver Magnate	11942	1.00	11,111,111.11	11,111,111.11	11,111,111.11	0.00	11,111,111.11	11,111,111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11944	Synthetic Coffee	11944	32,000.00	104.90	151.31	3.00	59.19	151.25	151.30	276.00	1,666,666.38	2,500,000.00	999,999.95	426,013.62	1,499,999.00	999,999.96							
11957	Falcon	11957	35.00	175,137,030.16	180,386,815.05	90,000,000.07	22,185,298.92	180,371,802.56	180,386,815.05	21.00	219,666,503.85	220,000,000.00	218,999,598.99	493,051.58	219,999,854.83	218,999,599.49							
11959	Rook	11959	31.00	176,040,963.82	188,502,064.00	105,000,013.01	24,400,232.21	188,500,994.62	188,502,060.36	24.00	235,478,386.91	249,999,999.99	231,884,959.98	5,691,351.57	231,885,050.49	231,884,959.98							
11961	Huginn	11961	21.00	146,161,846.94	152,000,002.36	100,000,024.67	18,406,212.57	151,601,333.00	152,000,002.35	93.00	173,713,165.20	230,000,000.00	156,000,000.00	15,243,366.90	168,494,068.49	157,331,807.05							
11963	Rapier	11963	33.00	152,938,123.68	161,001,000.90	117,500,001.75	13,239,679.28	159,008,512.55	161,001,000.89	44.00	174,607,073.90	194,990,000.00	171,000,000.00	6,881,937.19	173,000,000.00	172,512,795.66							
11965	Pilgrim	11965	47.00	145,136,473.16	149,054,542.73	128,510,013.09	5,785,784.22	149,054,364.10	149,054,541.18	65.00	171,990,883.05	241,897,998.15	162,999,999.99	15,254,715.71	168,499,179.68	163,000,000.00							
11969	Arazu	11969	15.00	154,941,965.55	160,534,200.00	90,000,000.00	23,014,426.42	160,527,600.06	160,534,200.00	79.00	181,990,183.73	214,899,998.99	174,888,464.99	10,074,562.02	174,999,999.37	174,888,465.00							
11971	Lachesis	11971	4.00	127,000,497.89	151,000,986.09	103,000,009.50	24,000,488.19	127,000,497.99	151,000,986.09	76.00	170,058,812.55	196,000,000.00	161,999,998.86	8,445,411.91	167,749,999.96	161,999,998.93							
11978	Scimitar	11978	45.00	126,553,766.57	131,301,027.02	115,600,100.04	4,647,545.88	124,359,927.86	131,301,027.02	51.00	160,563,497.65	224,999,999.89	148,000,000.00	20,155,002.05	153,999,929.49	149,333,332.66							
11985	Basilisk	11985	41.00	133,089,864.02	173,173,101.00	124,999,001.23	22,476,325.43	129,000,002.03	173,173,100.35	95.00	211,847,239.99	263,000,000.00	185,999,999.00	27,860,667.41	197,507,477.98	186,398,999.59							
11987	Guardian	11987	33.00	137,232,821.46	140,690,001.85	123,201,545.08	5,347,033.49	137,591,021.76	140,669,833.50	95.00	168,321,953.27	250,000,000.00	144,000,000.00	25,524,049.81	152,953,995.70	144,200,000.00							
11989	Oneiros	11989	24.00	147,726,510.69	159,015,000.94	138,999,999.89	7,777,476.63	145,574,500.04	159,013,668.71	55.00	174,078,234.65	199,999,999.98	160,999,999.25	11,128,669.49	169,988,834.97	160,999,999.26							
11993	Cerberus	11993	42.00	186,523,665.71	200,011,021.31	122,999,999.01	22,741,963.95	200,011,016.00	200,011,021.31	139.00	230,870,449.89	309,500,000.00	218,999,999.96	19,310,050.17	222,998,897.99	218,999,999.96							
11995	Onyx	11995	41.00	292,014,641.22	324,018,072.65	100,000,000.01	46,019,630.31	324,014,007.39	324,018,069.99	1.00	375,000,000.00	375,000,000.00	375,000,000.00	0.00	375,000,000.00	375,000,000.00							
11999	Vagabond	11999	22.00	143,350,818.76	163,602,000.02	50,000,000.01	31,967,764.88	162,501,000.03	163,602,000.01	30.00	199,394,456.29	209,998,977.00	177,998,886.97	12,188,513.19	207,499,481.50	177,998,886.98							
12003	Zealot	12003	25.00	120,319,473.51	134,501,000.81	88,999,000.00	19,329,250.71	132,871,081.99	134,501,000.81	53.00	162,291,790.29	198,988,762.00	143,999,994.99	14,760,172.29	162,999,939.87	143,999,996.66							
12005	Ishtar	12005	50.00	165,251,141.27	168,639,007.23	137,999,000.00	7,062,541.28	168,551,501.70	168,639,007.23	241.00	183,963,024.95	325,000,000.00	174,998,000.00	19,617,155.14	179,959,988.36	174,998,603.05							
12011	Eagle	12011	51.00	168,647,420.69	185,003,003.33	118,100,000.22	21,917,726.57	171,266,000.02	185,003,003.22	16.00	263,442,539.11	350,100,100.00	239,998,819.65	36,448,493.51	239,999,394.91	239,998,819.65							
12013	Broadsword	12013	21.00	206,291,266.34	249,000,000.05	149,999,999.00	36,682,763.54	211,000,002.03	249,000,000.05	5.00	294,999,999.20	295,000,000.00	294,999,999.00	0.50	294,999,999.50	294,999,999.00							
12015	Muninn	12015	23.00	125,001,606.03	140,010,000.30	100,000,022.01	13,323,996.98	124,499,003.22	140,010,000.27	16.00	178,019,715.94	190,000,055.00	169,000,000.00	6,485,716.58	178,000,000.00	169,000,000.00							
12017	Devoter	12017	33.00	207,358,692.22	236,110,040.08	144,999,999.67	32,892,042.13	221,609,004.00	236,110,040.08	24.00	294,405,175.99	499,999,957.00	249,999,874.73	61,413,430.19	299,994,478.49	249,999,879.74							
12019	Sacrilege	12019	35.00	156,523,940.79	171,501,000.52	113,112,000.00	16,957,245.17	166,751,000.65	171,501,000.52	29.00	184,250,905.52	194,256,250.07	182,999,999.99	4,291,882.53	184,000,000.00	183,000,000.00							
12021	Phobos	12021	17.00	208,961,198.78	238,080,007.20	174,999,999.00	28,677,930.40	221,000,117.18	238,080,007.20	49.00	263,767,726.20	321,999,999.98	253,999,989.87	19,050,520.24	257,988,878.39	253,999,989.87							
12023	Deimos	12023	16.00	159,184,237.71	166,639,001.01	153,001,000.00	5,462,625.34	156,550,000.55	166,639,001.01	80.00	191,049,633.91	239,999,000.00	174,999,999.99	15,218,727.78	185,499,499.99	176,599,899.89							
12032	Manticore	12032	273.00	20,767,199.67	22,501,030.05	15,200,000.42	2,365,097.39	22,030,549.51	22,501,020.86	193.00	27,586,682.78	32,748,985.99	23,999,989.99	2,153,573.18	29,999,837.39	23,999,989.99							
12034	Hound	12034	162.00	15,153,011.43	19,582,112.02	11,080,000.00	3,385,447.94	17,000,079.51	19,464,582.42	354.00	24,914,329.15	39,998,999.98	19,999,999.00	5,736,987.67	25,799,986.00	19,999,999.32							
12038	Purifier	12038	281.00	20,231,565.08	22,010,000.02	13,000,000.42	2,981,127.13	21,250,510.84	22,010,000.02	349.00	24,747,967.40	34,998,999.98	22,899,984.92	2,854,354.95	23,899,876.59	22,899,984.92							
12042	Ishkur	12042	71.00	18,308,844.29	22,250,305.17	11,703,300.03	4,909,803.02	22,250,006.00	22,250,305.16	52.00	27,775,323.75	49,298,989.97	23,999,992.95	8,577,980.83	25,200,000.00	23,999,992.95							
12044	Enyo	12044	75.00	18,833,244.48	22,009,110.30	12,001,001.42	4,429,910.48	22,006,001.00	22,009,110.28	71.00	26,323,895.68	29,234,599.87	23,999,999.99	1,427,598.24	27,422,846.72	24,000,000.00							
12238	Refining Array	12238	67.00	23,951,720.62	29,010,169.64	10,000,004.00	6,125,460.83	24,000,021.16	29,010,168.56	42.00	41,374,097.89	49,000,000.00	37,799,997.90	3,508,035.96	38,000,000.00	37,799,997.90							
12239	Medium Intensive Refining Array	12239	42.00	55,255,181.10	56,000,006.52	45,358,754.12	2,825,865.32	56,000,001.01	56,000,006.46	25.00	85,039,996.73	85,999,987.65	84,999,995.99	399,996.17	84,999,996.00	84,999,995.99							
12302	Test Dummies	12302	16,200.00	54.29	137.02	3.00	53.57	3.00	137.02	20.00	24,299,449.52	24,299,449.95	24,299,449.08	0.41	24,299,449.09	24,299,449.08							
12478	Khumaak	12478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12542	Guristas Bronze Tag	12542	570.00	1,535,089.50	1,654,101.11	100,000.01	475,122.80	1,650,009.35	1,654,101.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12543	Guristas Silver Tag	12543	1,100.00	100,917.27	101,009.00	100,000.00	504.50	100,504.50	101,009.00	17.00	1,532,375.91	2,099,999.94	499,000.00	465,988.74	1,649,898.93	499,000.00							
12544	Guristas Gold Tag	12544	2,200.00	54,720.77	56,080.34	38,005.79	7,528.21	55,002.39	56,080.34	32.00	300,000.00	300,000.00	300,000.00	0.00	300,000.00	300,000.00							
12545	Guristas Platinum Tag	12545	333.00	881.24	901.00	835.20	32.90	868.10	901.00	3.00	74,995.99	74,996.00	74,995.99	0.00	74,996.00	74,995.99							
12546	Guristas Crystal Tag	12546	20,276.00	3,383.52	3,388.00	3,379.99	3.13	3,381.89	3,387.03	19.00	165,367.62	399,996.99	96,999.99	127,807.02	97,999.99	96,999.99							
12729	Crane	12729	14.00	93,425,001.45	101,000,003.13	79,990,000.00	7,301,804.56	101,000,001.00	101,000,003.13	54.00	136,940,693.96	152,998,927.40	134,887,998.88	4,045,570.38	134,899,999.94	134,887,998.90							
12731	Bustard	12731	43.00	180,291,762.18	190,007,010.84	151,200,003.00	13,236,453.58	190,000,003.57	190,007,002.84	5.00	223,999,989.00	223,999,989.00	223,999,989.00	0.00	223,999,989.00	223,999,989.00							
12733	Prorator	12733	22.00	93,975,491.08	104,503,226.02	50,000,000.00	15,157,262.61	96,999,901.21	99,701,742.21	85.00	120,194,467.06	133,999,998.00	114,986,904.89	5,168,725.03	115,999,773.06	114,986,904.89							
12735	Prowler	12735	20.00	103,632,201.94	107,999,999.80	94,990,001.21	5,030,360.82	106,799,999.54	107,999,999.79	34.00	119,351,933.27	129,999,955.98	116,000,000.00	4,943,876.54	119,499,999.98	116,000,000.00							
12743	Viator	12743	20.00	89,480,007.84	93,999,992.01	50,000,143.61	13,175,446.99	93,999,991.13	93,999,992.01	94.00	126,933,990.94	152,000,000.00	115,448,999.00	10,766,387.18	124,999,610.00	115,448,999.40							
12745	Occator	12745	37.00	154,549,257.19	171,005,709.97	112,112,112.01	21,319,190.79	167,003,002.59	171,005,708.19	31.00	197,999,902.59	217,998,997.90	194,999,998.00	7,025,243.44	197,499,999.50	194,999,999.90							
12747	Mastodon	12747	15.00	143,670,595.34	150,147,006.34	134,999,999.19	6,044,682.19	148,300,932.21	150,147,006.34	27.00	181,136,874.51	192,000,000.00	173,000,000.00	8,186,249.66	174,999,998.00	173,000,000.00							
12753	Impel	12753	16.00	142,304,251.41	151,112,000.02	10,199,999.95	49,308,753.81	151,111,002.00	151,112,000.02	37.00	173,557,806.24	184,998,997.98	166,999,999.99	5,201,810.10	170,796,992.91	167,000,000.00							
12836	Transcranial Microcontrollers	12836	20,632.00	61,725.61	68,932.03	37,011.29	11,674.76	68,826.02	68,932.02	58,425.00	77,777.99	92,999.92	74,749.80	4,212.69	77,889.89	74,749.80							
12865	Quafe Ultra	12865	110,000.00	3.04	3.04	3.00	0.02	3.02	3.04	130,493.00	71.75	72.00	65.00	3.50	72.00	71.75							
12994	Quafe Ultra Special Edition	12994	10,187.00	29,742.52	1,620,091.27	3.00	603,770.86	3.00	29,742.52	152.00	13,998,836.40	14,000,000.00	13,998,828.29	507.02	13,998,828.88	13,998,828.29							
13202	Megathron Federate Issue	13202	1.00	11,111,111.11	11,111,111.11	11,111,111.11	0.00	11,111,111.11	11,111,111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
14358	Zemnar	14358	260,000.00	40.52	51.78	3.00	24.39	27.39	51.78	250.00	219,898.29	249,999.99	173,999.99	32,624.40	249,999.99	173,999.99							
15316	Galeptos Medicine	15316	10,000.00	3.00	3.00	3.00	0.00	3.00	3.00	225.00	56,221.22	67,995.00	45,000.00	7,281.27	55,999.00	45,000.00							
15317	Genetically Enhanced Livestock	15317	317,980.00	12,592.63	14,600.00	6,300.00	2,228.61	13,300.00	14,600.00	1,895.00	24,055.41	25,000.00	24,000.00	471.40	24,000.00	24,000.00							
15331	Metal Scraps	15331	719,585.00	1,437.38	1,463.19	3.00	532.48	1,457.75	1,463.19	6,912.00	1,544.10	1,800.00	1,463.64	131.45	1,463.65	1,463.64							
15353	Research Tools	15353	10,000.00	3.00	3.00	3.00	0.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15410	Neophite	15410	10,001.00	102.99	1,000,000.00	3.00	499,998.50	3.00	102.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15587	Federation Navy Midshipman Insignia I	15587	13,000.00	2,809.84	3,800.00	2,015.51	737.11	2,442.62	3,800.00	277.00	7,440.07	9,989.00	4,499.98	2,611.52	9,940.99	4,499.98							
15588	Federation Navy Midshipman Insignia II	15588	13,000.00	2,339.26	7,000.00	1,263.04	2,288.17	1,638.22	7,000.00	242.00	36,736.54	83,998.91	10,999.98	24,266.02	56,998.48	11,000.00							
15589	Federation Navy Midshipman Insignia III	15589	13,000.00	6,303.72	14,500.01	3,814.00	5,083.03	4,363.72	14,500.01	462.00	87,240.06	93,999.91	14,899.99	36,292.55	93,998.93	14,920.83							
15590	Federation Navy Sergeant Insignia I	15590	22,000.00	17,505.51	17,600.00	17,501.01	46.66	17,501.01	17,550.51	909.00	34,485.27	79,999.00	19,500.00	17,332.25	28,997.00	19,500.00							
15591	Federation Navy Sergeant Major Insignia I	15591	4,153.00	17,028.15	28,500.00	5,999.00	7,750.74	16,100.01	28,500.00	5.00	29,949.99	29,949.99	29,949.99	0.00	29,949.99	29,949.99							
15592	Federation Navy Fleet Captain Insignia I	15592	9,220.00	258,423.61	285,100.00	100,000.00	46,729.34	278,800.58	285,100.00	464.00	508,506.24	569,999.96	438,000.00	54,666.36	564,998.88	438,000.00							
15593	Federation Navy Fleet Major Insignia I	15593	9,846.00	81,354.11	95,000.00	62,000.00	7,919.37	82,000.50	95,000.00	5,155.00	153,756.83	288,996.90	99,950.00	57,240.84	115,000.00	99,996.12							
15594	Federation Navy Fleet Colonel Insignia I	15594	1,899.00	1,957,890.41	2,000,022.00	1,200,006.03	279,945.42	2,000,021.00	2,000,021.10	1,501.00	3,002,821.83	4,439,975.99	2,399,999.00	593,508.09	2,899,949.00	2,399,999.79							
15646	Federation Navy Command Sergeant Major Insignia I	15646	12,000.00	33,376.83	48,500.00	32,001.99	7,777.23	32,001.99	48,500.00	1,001.00	411,843.71	499,998.96	139,000.00	153,460.65	499,998.95	143,132.52							
15647	Federation Navy Squad Leader Insignia	15647	100.00	500.00	500.00	500.00	0.00	500.00	500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15648	Federation Navy Raid Leader Insignia	15648	1,061.00	41,128.14	100,000.01	35,002.02	30,640.33	35,002.02	100,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15649	Federation Navy Sergeant Elite Insignia	15649	1,332.00	11,011.11	11,012.00	11,011.04	0.48	11,011.04	11,012.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15650	Federation Navy Fleet Commander Insignia	15650	141.00	1,222,473.03	1,222,473.32	1,222,472.06	0.56	1,222,473.18	1,222,473.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15673	Federation Navy Fleet Colonel Insignia II	15673	6,000.00	660,873.78	738,000.00	518,119.99	86,559.57	700,015.00	738,000.00	1,851.00	758,197.53	779,989.98	750,000.00	7,166.14	757,995.00	750,822.53							
15994	Federation Navy Sergeant Insignia II	15994	26,000.00	11,694.77	22,000.00	10,116.00	3,972.78	11,623.02	17,064.00	1,810.00	36,111.16	36,998.81	25,000.00	4,403.92	36,949.99	28,220.15							
16002	Federation Navy Sergeant Insignia III	16002	5,880.00	152,688.49	153,320.01	150,000.01	1,216.42	153,320.00	153,320.01	1,167.00	230,195.32	359,000.00	157,319.97	77,882.61	181,092.50	157,319.97							
16227	Ferox	16227	56.00	47,798,264.18	54,100,000.01	32,991,003.02	8,068,539.50	52,800,000.03	54,100,000.00	131.00	57,349,629.78	64,400,002.04	55,909,918.70	2,870,291.79	57,099,989.12	55,909,918.71							
16229	Brutix	16229	28.00	47,994,892.34	48,000,000.01	47,867,000.42	53,101.14	47,999,999.00	48,000,000.00	47.00	59,705,660.29	69,899,999.99	54,999,999.99	5,483,813.73	55,699,494.83	55,000,000.00							
16231	Cyclone	16231	40.00	39,365,076.33	45,917,002.39	1,000,000.01	15,283,057.05	44,915,001.04	45,917,002.39	30.00	52,639,157.77	56,645,897.29	48,899,997.99	2,676,353.50	52,624,415.36	48,899,998.00							
16233	Prophecy	16233	60.00	49,959,879.56	52,507,010.01	37,500,000.42	4,802,081.14	52,501,008.04	52,505,385.83	94.00	57,499,806.00	60,000,000.00	56,949,693.99	828,917.91	56,949,937.10	56,949,697.63							
16236	Coercer	16236	3,404.00	538,371.22	1,131,003.21	360,000.00	352,924.62	379,991.21	1,131,003.06	998.00	1,536,555.58	3,998,000.00	1,279,999.94	644,159.28	1,390,000.00	1,295,035.32							
16238	Cormorant	16238	1,453.00	968,276.01	1,074,004.82	569,901.21	106,591.41	1,071,600.28	1,074,004.75	706.00	1,776,050.58	1,999,999.95	1,570,989.80	93,063.33	1,869,504.10	1,570,989.83							
16240	Catalyst	16240	3,517.00	832,795.44	1,115,003.46	612,120.12	168,204.18	637,661.57	1,115,003.28	885.00	1,486,321.18	2,000,000.00	1,299,993.56	139,866.45	1,445,947.80	1,299,993.57							
16242	Thrasher	16242	1,715.00	727,116.10	1,000,010.82	531,999.21	147,081.37	531,999.21	1,000,010.79	447.00	1,873,361.79	1,999,999.80	1,799,999.99	70,407.97	1,799,999.99	1,799,999.99							
16262	Clear Icicle	16262	70,499.00	143,654.61	213,000.00	130,001.03	31,770.03	130,001.03	212,166.68	25,284.00	225,641.63	330,000.00	220,000.00	26,574.63	222,999.98	220,000.00							
16263	Glacial Mass	16263	3,411.00	20,035.99	20,036.00	20,035.99	0.00	20,035.99	20,036.00	15.00	250,000.00	250,000.00	250,000.00	0.00	250,000.00	250,000.00							
16264	Blue Ice	16264	8,598.00	46,005.60	46,006.99	46,004.00	1.28	46,006.94	46,006.99	764.00	280,000.00	280,000.00	280,000.00	0.00	280,000.00	280,000.00							
16265	White Glaze	16265	11,622.00	149,815.38	165,000.00	30,000.00	40,872.58	140,014.66	165,000.00	500.00	300,000.00	300,000.00	299,999.99	0.01	300,000.00	300,000.00							
16266	Glare Crust	16266	27,000.00	101,308.68	110,000.00	100,000.11	3,482.07	100,556.26	106,000.76	53.00	599,998.41	599,999.99	599,997.99	0.86	599,999.00	599,997.99							
16267	Dark Glitter	16267	1,098.00	333,447.19	360,000.00	62,500.20	148,749.90	211,250.10	360,000.00	289.00	881,695.47	1,999,999.00	840,000.00	544,487.06	840,000.00	840,000.00							
16268	Gelidus	16268	7,100.00	50,001.09	50,001.14	50,001.05	0.04	50,001.05	50,001.14	11.00	1,000,000.00	1,000,000.00	1,000,000.00	0.00	1,000,000.00	1,000,000.00							
16269	Krystallos	16269	100.00	81,000.00	81,000.00	81,000.00	0.00	81,000.00	81,000.00	4.00	3,000,000.00	3,000,000.00	3,000,000.00	0.00	3,000,000.00	3,000,000.00							
16272	Heavy Water	16272	61,352,000.00	133.71	168.09	82.04	32.57	131.89	168.08	46,418,648.00	221.05	374.10	180.83	42.67	196.00	180.86							
16273	Liquid Ozone	16273	30,199,425.00	357.12	365.66	300.01	17.65	361.07	365.66	21,985,229.00	436.49	798.00	387.96	78.16	408.49	387.99							
16274	Helium Isotopes	16274	42,122,208.00	648.38	670.00	438.00	56.06	666.15	669.41	81,320,792.00	749.44	1,672.01	679.99	184.02	695.00	694.62							
16275	Strontium Clathrates	16275	10,518,329.00	1,962.73	5,501.36	629.00	1,727.74	1,214.28	5,291.25	1,972,308.00	7,192.57	8,998.90	6,499.86	577.31	7,379.18	6,499.99							
16633	Hydrocarbons	16633	2,701,000.00	137.54	138.73	130.00	2.97	137.59	138.73	3,294,815.00	575.79	994.50	490.81	156.87	506.73	490.81							
16634	Atmospheric Gases	16634	2,800,000.00	109.54	111.28	100.00	3.85	111.08	111.27	1,446,548.00	383.61	500.00	167.95	133.94	495.00	168.59							
16635	Evaporite Deposits	16635	1,550,000.00	1,006.50	1,007.48	1,001.01	2.35	1,007.44	1,007.48	626,900.00	1,903.34	16,474.00	1,698.00	6,965.28	1,698.00	1,698.00							
16636	Silicates	16636	3,000,000.00	782.65	783.40	772.49	3.64	783.40	783.40	3,397,528.00	1,517.53	2,599.99	1,125.97	434.91	1,222.50	1,126.31							
16637	Tungsten	16637	1,372,000.00	536.43	594.13	198.66	171.15	594.12	594.13	2,165,775.00	637.10	680.00	633.94	18.15	633.94	633.94							
16638	Titanium	16638	322,000.00	1,082.14	2,367.42	298.13	975.47	298.13	2,367.42	1,303,963.00	3,378.77	4,199.36	2,891.00	451.75	3,684.73	2,891.00							
16639	Scandium	16639	2,070,000.00	1,562.81	1,940.18	310.13	538.18	1,923.01	1,940.18	1,748,360.00	3,954.64	4,650.00	2,799.95	469.49	3,889.98	2,799.97							
16640	Cobalt	16640	2,100,000.00	1,101.91	1,152.01	99.97	526.02	625.99	1,152.01	1,998,741.00	1,567.99	1,964.94	1,250.00	227.62	1,592.89	1,258.77							
16641	Chromium	16641	190,000.00	2,500.01	2,500.01	2,500.00	0.01	2,500.01	2,500.01	2,378,675.00	4,974.66	7,499.89	3,767.95	809.59	3,999.85	3,767.95							
16642	Vanadium	16642	1,565,000.00	2,500.41	2,546.92	2,203.29	124.87	2,546.57	2,546.91	413,325.00	3,085.99	3,449.99	3,015.17	175.00	3,015.19	3,015.17							
16643	Cadmium	16643	1,010,000.00	9,434.11	10,281.40	2,500.11	2,524.89	10,281.34	10,281.40	2,068,215.00	12,037.57	16,188.93	11,229.91	1,421.49	11,298.80	11,281.48							
16644	Platinum	16644	2,134,000.00	1,702.87	2,622.11	199.96	789.51	1,133.15	2,572.47	1,814,411.00	3,322.61	4,198.93	2,799.99	397.72	3,182.38	2,799.99							
16646	Mercury	16646	370,000.00	2,655.61	3,609.00	200.96	1,411.27	3,316.06	3,609.00	964,546.00	4,181.98	4,602.51	3,700.00	246.03	4,501.26	3,840.88							
16647	Caesium	16647	997,000.00	3,565.62	3,569.96	3,509.96	17.56	3,569.48	3,569.95	480,459.00	6,404.51	64,980.00	5,000.00	22,146.34	5,000.00	5,000.00							
16648	Hafnium	16648	156,000.00	5,051.25	5,051.29	5,051.23	0.02	5,051.23	5,051.29	1,098,675.00	6,672.24	7,495.00	6,051.29	555.85	6,300.00	6,051.29							
16649	Technetium	16649	145,000.00	3,075.18	7,702.03	1,000.88	2,894.28	1,000.88	7,702.03	237,015.00	14,003.88	14,003.95	14,003.79	0.06	14,003.91	14,003.79							
16650	Dysprosium	16650	150,400.00	55,440.75	57,008.65	50,006.02	2,584.62	56,605.65	57,008.55	38,974.00	67,897.79	68,999.00	67,008.64	813.19	68,624.00	67,008.64							
16651	Neodymium	16651	271,000.00	15,946.75	16,135.78	15,003.32	528.64	16,134.05	16,135.78	215,902.00	19,122.94	21,117.91	17,997.81	1,249.43	20,558.96	17,997.92							
16652	Promethium	16652	269,044.00	18,985.67	22,621.69	17,402.74	2,062.74	17,627.85	22,146.66	235,866.00	42,427.49	54,898.99	37,008.87	5,728.19	39,920.00	37,008.89							
16653	Thulium	16653	179,900.00	4,783.33	11,500.15	1,833.34	4,735.72	1,833.34	11,500.14	1,222,859.00	15,543.59	18,578.97	13,458.98	1,544.81	15,979.58	13,458.99							
16654	Titanium Chromide	16654	270,000.00	3,560.19	4,312.56	3,500.00	406.28	3,500.00	4,312.56	122,994.00	4,979.12	4,979.12	4,979.11	0.01	4,979.12	4,979.11							
16655	Crystallite Alloy	16655	410,000.00	6,004.41	6,005.29	6,001.39	1.55	6,004.64	6,005.29	120,936.00	8,740.33	8,775.00	8,732.97	16.71	8,733.00	8,732.97							
16656	Fernite Alloy	16656	264,000.00	3,060.93	3,062.39	3,052.00	3.76	3,061.17	3,062.39	241,864.00	7,890.53	8,000.00	7,798.74	88.56	7,800.00	7,798.74							
16657	Rolled Tungsten Alloy	16657	272,000.00	1,584.96	2,551.05	1,500.00	454.97	1,500.00	2,550.48	81,569.00	3,808.12	3,999.99	3,499.98	216.51	3,999.99	3,500.00							
16658	Silicon Diborite	16658	1,410,000.00	1,659.89	1,660.89	1,650.99	3.87	1,660.60	1,660.86	166,700.00	2,411.01	2,499.00	2,249.97	117.39	2,499.00	2,249.97							
16659	Carbon Polymers	16659	900,000.00	1,103.33	1,310.00	1,000.00	155.00	1,000.00	1,310.00	186,895.00	1,603.62	2,100.00	1,350.00	260.78	1,450.00	1,350.00							
16660	Ceramic Powder	16660	2,092,312.00	1,017.41	1,106.18	921.07	75.83	1,100.36	1,106.12	1,568,529.00	2,292.70	2,996.25	1,899.91	465.69	2,199.98	1,899.91							
16661	Sulfuric Acid	16661	552,500.00	945.66	966.09	911.02	23.69	938.01	966.09	86,808.00	3,943.73	4,000.00	3,898.99	46.21	3,943.00	3,898.99							
